item,link,text
2025-1854,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7405004&GUID=DAF1B253-26FE-4BF0-B1DE-8260522B77FF&Options=&Search=,"Title
Resolution amending and supplementing Resolution entitled, “Resolution establishing a Task Force on Sustainable Funding for the Pittsburgh Land Bank to develop recommendations for long-term financial stability,” by establishing a Steering Committee to serve as the core body of the Task Force.
  Body
WHEREAS, the Pittsburgh Land Bank was established pursuant to Act 153 of 2012 and City of Pittsburgh Ordinance Chapter 174A as a separate public entity to acquire, manage, and dispose of vacant, abandoned, and tax-delinquent properties; and
  WHEREAS, in 2021, the Land Bank received $10 million in operating budget funding from American Rescue Plan Act (ARPA) dollars in the City of Pittsburgh budget, which was subsequently reduced to $7 million in the 2023 budget and further reduced to $3.5 million in the 2024 budget; and
  WHEREAS, the Land Bank serves as a critical tool to support equitable development, neighborhood stabilization, affordable housing, and public reuse of land across the City of Pittsburgh; and
  WHEREAS, the Pittsburgh Land Bank Board of Directors has strengthened its operational leadership and governance structure in alignment with its enabling legislation; and
  WHEREAS, despite these efforts, the Land Bank lacks a guaranteed source of recurring revenue and faces a projected funding shortfall beyond fiscal year 2026; and
  WHEREAS, the long-term success of the Land Bank requires strategic investments and sustainable funding mechanisms, which may include public appropriations, dedicated revenue sources, philanthropic support, and land-based income models; and
  WHEREAS, City Council is committed to ensuring that the Land Bank can fulfill its mission in coordination with city departments and partner agencies.
NOW, THEREFORE, BE IT RESOLVED, THAT THE COUNCIL OF THE CITY OF PITTSBURGH HEREBY ENACTS AS FOLLOWS:
  Section 1. The Sustainable Funding for the Pittsburgh Land Bank Task Force.
  A.                     The Sustainable Funding for the Pittsburgh Land Bank Task Force is hereby established to:
1.                     Evaluate and recommend long-term funding strategies that will support the Land Bank’s operations and mission.
B.                     The Task Force shall be comprised of up to 9 persons and shall include the following:
1.                     The Chair of the Pittsburgh Land Bank Board, who shall serve as Chair of the Sustainable Funding for the Pittsburgh Land Bank Task Force
2.                     The Acting Executive Director of the Pittsburgh Land Bank
3.                     The Chair of City Council’s Committee on Finance and Law
4.                     A representative from the Mayor’s Office, to be designated by the Mayor
5.                     A representative from the Urban Redevelopment Authority (URA), to be designated by the Executive Director of the URA
6.                     A representative from the Department of City Planning, to be designated by the Director of City Planning
7.                     City Council Budget Director
8.                     A representative from the Office of Management and Budget, to be designated by the Director of Management and Budget
9.                     The Finance Chair of the Pittsburgh Land Bank
C.                     A Steering Committee of the Task Force is hereby established to serve as the core coordinating body. The Steering Committee shall include the following:
1.                     The Chair of the Pittsburgh Land Bank
2.                     The Chair of City Council’s Committee on Finance and Law
3.                     A representative from the Mayor’s Office, to be designated by the Mayor
4.                     A representative from the Office of Management and Budget, to be designated by the Director of Management and Budget
D.                     The Steering Committee shall:
1.                     Meet regularly to advance the objectives of the Task Force;
2.                     Coordinate the efforts of the broader Task Force, convening the full membership or specific members as appropriate; and
3.                     Report back to the full Task Force to ensure transparency and alignment.
  Section 2. Purpose.
A.                     The Sustainable Funding for the Pittsburgh Land Bank Task Force shall be charged with:
1.                     Reviewing the current and projected financial position of the Pittsburgh Land Bank;
2.                     Exploring models used by other land banks nationally;
3.                     Identifying potential public, private, and hybrid funding sources; and
4.                     Recommending actionable strategies for recurring support, including legislative or budgetary options.
  Section 3. Reporting.
A.                     The Sustainable Funding for the Pittsburgh Land Bank Task Force shall deliver a written set of recommendations to City Council and the Land Bank Board no later than ninety (90) days six (6) months from the date of its first meeting.
  Section 4. Support.
A.                     The Chair of the Task Force shall work with City Council to provide administrative and logistical support as needed.
  Section 5. Effective Date.
A.                      This resolution shall take effect immediately."
2025-1852,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7403934&GUID=E4148853-A58A-4E68-B8BC-ADAE9EDBF5BB&Options=&Search=,"title
Communication from Jake Pawlak, Director of the Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended May 16, 2025."
2025-1853,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7403935&GUID=94EEDF41-95C1-45EE-A313-E6F2B2E293E8&Options=&Search=,"title
Communication from Jake Pawlak, Director of the Office of Management and Budget, submitting the City of Pittsburgh Quarterly Financial and Performance Report for the period ending March 31, 2025."
2025-1838,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7403027&GUID=A3CF48D7-7904-4540-98C9-7705A678B1A4&Options=&Search=,"Title
Report of the Committee on Finance and Law for May 14, 2025 with an Affirmative Recommendation."
2025-1802,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371360&GUID=95F746DB-9CB7-4242-AA4A-0727D8769087&Options=&Search=,"title
Resolution authorizing the issuance of a warrant in favor of Lawi Oung in an amount not to exceed EIGHT THOUSAND NINE HUNDRED SEVENTY-ONE DOLLARS AND SEVENTEEN CENTS ($8,971.17) over one year, in full and final settlement of a claim (24C-0191) for damage to his vehicle from an accident with a City Police vehicle on July 29, 2024.
(Executive Session held 5/6/25)
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of Lawi Oung in an amount not to exceed EIGHT THOUSAND NINE HUNDRED SEVENTY-ONE DOLLARS AND SEVENTEEN CENTS ($8,971.17) over one year, in full and final settlement of a claim (24C-0191) for damage to his vehicle from an accident with a City Police vehicle on July 29, 2024, charging same to Code 11101.108000.58.58105.2025."
2025-1803,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371361&GUID=B55DEFC5-D5EA-4495-B6A8-F86947B67DC5&Options=&Search=,"title
Resolution authorizing the issuance of a warrant in favor of Harry How, c/o Stefania Jeffrey, Mgr., Three Management, in an amount not to exceed THREE THOUSAND FOUR HUNDRED NINETY-THREE DOLLARS AND ZERO CENTS ($3,493.00) over one year, in full and final settlement of a claim (24C-0219) for damage to rental property at the corner of Kosciusko Way and Leticoe Street by a City of Pittsburgh Environmental Services vehicle on August 24, 2024.
(Executive Session held 5/6/25)
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of Harry How, c/o Stefania Jeffrey, Mgr., Three Management, in an amount not to exceed THREE THOUSAND FOUR HUNDRED NINETY-THREE DOLLARS AND ZERO CENTS ($3,493.00) over one year, in full and final settlement of a claim (24C-0219) for damage to rental property at the corner of Kosciusko Way and Leticoe Street by a City of Pittsburgh Environmental Services vehicle on August 24, 2024, charging same to Code 11101.108000.58.58105.2025."
2025-1839,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7403028&GUID=05A101F5-6DEC-4B36-9E57-BA145F94E61E&Options=&Search=,"Title
Report of the Committee on Public Works and Infrastructure for May 14, 2025 with an Affirmative Recommendation."
2025-1804,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371362&GUID=0530D29B-00AA-41F5-90EE-6088B690D894&Options=&Search=,"title
Resolution authorizing the Director of the Department of Finance and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, to enter into certain temporary construction easements and permanent right-of-way acquisitions on certain properties in the 2nd and 6th Ward of the City in order to advance the Liberty Avenue Highway Safety Improvement Program (HSIP). Costs for these temporary construction easements and right-of-way acquisitions shall not exceed Six Hundred Eighty-Nine Thousand and Nine Hundred and Seventy Dollars ($689,970.00), reimbursable at 90% for the first $90,000.00, and reimbursable at 80% for the remaining $599,970.00.
  body
WHEREAS, to advance the project, access to certain parcels of property within the project area are necessary for safe movement of construction equipment in addition to grading and other construction activities, and;
  WHEREAS, permanent right-of-way acquisitions impacting certain parcels of property within the project area are necessary to accommodate signal equipment and other permanent changes to the legal right-of-way, and;
  WHEREAS, the City of Pittsburgh seeks to enter into temporary construction easements with various property owners in order to allow for necessary access and construction activities to advance the project.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Director of the Department of Finance and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, are authorized to enter into certain temporary construction easements and permanent right-of-way acquisitions for construction project purposes necessary to advance the Liberty Avenue Highway Safety Improvement Program (HSIP), with at the following addresses:
  PARCEL NO.
ADDRESS
TAX ID(S)
1
55 11th Street
9-P-36
13
2200-2550 Liberty Ave
10-A-190
13
2050 Liberty Ave
10-A-191
13
2600-2760 Liberty Ave
25-P-275
14
2000 Liberty Ave
9-D-194
19
Liberty Ave
25-P-250-A
19
Liberty Ave
25-P-200
  and as further set forth in the plan attached as Exhibit A.
  Section 2.                     Costs relating to the temporary construction easements and permanent right-of-way acquisitions are to be paid from the following accounts, in an amount not to exceed Six Hundred Eighty-Nine Thousand and Nine Hundred and Seventy Dollars ($689,970.00),
  JDE JOB No.
JDE Fund
Budget Year
 Amount
Source
6030178618
40114
2018
$81,000.00
FHWA
6030178518
40017
2018
$9,000.00 00 0
Bond
6090100425
40114
2025
$479,970.00
FHWA
6090100325
40025
2025
$120,000.00
Bond
    Total:
$689,970.00"
2025-1805,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371363&GUID=C3DDF269-52DD-4525-A451-153C38FABBFB&Options=&Search=,"title
Resolution providing for a Reimbursement Agreement or Agreements with Duquesne Light Company for costs associated with the Smithfield Street Phase 1 project where Duquesne Light Company would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Agreement(s).
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, are hereby authorized to enter into a Reimbursement Agreement or Agreements with Duquesne Light Company for costs associated with the Smithfield Street Phase 1 project where Duquesne Light Company would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Reimbursement Agreement(s).
  Funding for reimbursable utility work will be deposited to:
  JDE JOB NO.
JDE FUND
BUDGET YEAR
SOURCE
6073840225
40114
2025
DLC"
2025-1806,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371364&GUID=9DEEF8F3-7907-4443-8198-845E917FD187&Options=&Search=,"title
Resolution authorizing acceptance by the City of Pittsburgh of the dedication of portions of Auburn Street (83-S-335), Kalida Drive and Princeton Place (83-S-192), at no cost to the City, located in the Larimer/East Liberty Phase 1 Plan of Lots, as recorded in the Allegheny County Department of Real Estate in Plan Book Volume 283, Page 22, in the 12th Ward, 9th Council District of the City of Pittsburgh.
  body
WHEREAS, The Housing Authority of the City of Pittsburgh, as owner(s) of Lot and Blocks (83-S-335) and (83-S-192), located in the Larimer/East Liberty Phase 1 Plan of Lots, in the 12th Ward, 9th Council District of the City of Pittsburgh, wishes to dedicate portions of Auburn Street, Kalida Drive and Princeton Place, at no cost to the City of Pittsburgh for public highway and utility purposes.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The dedication of the following is hereby accepted: Auburn Street (83-S-335)
  All that certain street to be dedicated, being a portion of Auburn Street, variable width, as shown on the Larimer/East Liberty Phase 1 Plan of Lots -Subdivision No. 2 as recorded in the Allegheny County Department of Real Estate in Plan Book Volume 283, Page 22, situate the 12th Ward, City of Pittsburgh, Allegheny County, Pennsylvania, more particularly bound and described as follows:
  Beginning at a point at the intersection of the northwesterly right of way line of Larimer Avenue, 45.00 feet wide, and the northeasterly right of way line of Auburn Street, 50.00 feet wide at said point; thence by the northwesterly right of way line of Larimer Avenue S so• 00' 51.6"" W a distance of 50.00 feet to a point on the southwesterly right of way line of Auburn Street; thence by the southwesterly right of way line of Auburn Street the following three (3) courses and distances:
  N 40° 04' 16.7"" W a distance of 41S.44 feet;
S 49° 55' 43.3"" W a distance of 25.00 feet;
N 40° 04' 16.7"" W a distance of 125.00 feet to a point on the northeasterly terminus of Auburn Street;
  thence by the northwesterly terminus of Auburn Street N 49° 55' 43.3"" E a distance of 75.00 feet to a point on the northeasterly right of way line of Auburn Street; thence by the northeasterly right of way line of Auburn Street S 40° 04' 16.7"" E a distance of 540.51 feet to a point on the northwesterly right of way line of said Larimer Avenue, at the point of beginning.
  Containing an area of 30,149 square feet or 0.692 acre.
    Section 2.                     The dedication of the following is hereby accepted: Kalida Drive (83-S-192)
  All that certain parcel of land, being a portion of Kalida Drive in the Larimer/East Liberty Phase 1 Plan of Lots as recorded in the Allegheny County Department of Real Estate in Plan Book Volume 282, Page 51, situate in the 11th Ward, City of Pittsburgh, Allegheny County, Pennsylvania, more particularly bound and described as follows:
  Beginning at a point at the intersection of the northwesterly right of way line of Larimer Avenue, 45.00 feet wide, and the northeasterly right of way line of Kalida Drive; thence from said point of beginning by the northwesterly right of way line of Larimer Avenue S 50° 00’ 51.6” W a distance of 85.06 feet to a point on the southwesterly right of way line of Kalida Street; thence by the southwesterly right of way line of Kalida Street the following three (3) courses and distances:
in a northwesterly direction by a curve bearing to the left having a radius of 10.00 feet through an arc distance of 15.32 feet to a point of tangency;
N 37° 47’ 04.5” W a distance of 287.04 feet to a point of curvature;
in a southwesterly direction by a curve bearing to the left having a radius of 40.00 feet through an arc distance of 81.65 feet to a point of tangency on the southeasterly right of way line of Princeton Place;
thence by the southeasterly right of way line of Princeton Place N 25° 15’ 21.6” E a distance of 125.90 feet to a point on the northeasterly right of way line of said Kalida Drive; thence by the northeasterly right of way line of said Kalida Drive the following three (3) courses and distances:
in a southeasterly direction by a curve bearing to the right having a radius of 200.00 feet through an arc distance of 66.37 feet to a point of tangency;
S 37° 47’ 04.5” E a distance of 311.34 feet to a point of curvature;
in a northeasterly direction by a curve bearing to the left having a radius of 10.00 feet through an arc distance of 16.09 feet to a point on the northwesterly right of way line of said Larimer Avenue;
in a northeasterly direction by a curve bearing to the left having a radius of 10.00 feet through an arc distance of 16.09 feet to a point on the northwesterly right of way line of said Larimer Avenue;
thence by the northwesterly right of way line of said Larimer Avenue S 50° 00’ 51.6” W a distance of 85.06 feet to a point on the at the intersection of the northwesterly right of way line of said Larimer Avenue and the northeasterly right of way line of said Kalida Drive, at the point of beginning.
  Containing an area of 25,270 square feet or 0.580 acre.
    Section 3.                     The dedication of the following is hereby accepted: Princeton Place (83-S-192)
  All that certain parcel of land, being Road B Revised in the Larimer/East Liberty Phase 1 Plan of Lots as recorded in the Allegheny County Department of Real Estate in Plan Book Volume 282, Page 51, situate in the 11th Ward, City of Pittsburgh, Allegheny County, Pennsylvania, more particularly bound and described as follows:
  Beginning at a point at the intersection of the southeasterly side of Road B-Revised and Parcel 3-D2 in said Larimer/East Liberty Phase 1 Plan of Lots as recorded in the Allegheny County Department of Real Estate in Plan Book Volume 282, Page 51; thence from said point of beginning by the southeasterly side of Road B-Revised S 50° 00’ 51.6” W a distance of 371.83 feet to a point on the southeasterly right of way line of Princeton Place, variable width; thence by the southeasterly right of way line of Princeton Place N 40° 44’ 31.7” W a distance of 31.74 feet to a point; thence continuing by same N 25° 15’ 21.6” E a distance of 360.83 feet to a point on the line dividing Road B - Revised and Parcel 3-D2 in said Larimer/East Liberty Phase 1 Plan of Lots; thence by the line dividing Road B - Revised and Parcel 3-D2 in said Larimer/East Liberty Phase 1 Plan of Lots S 64° 44’ 38.4” E a distance of 1.36 feet to a point of curvature; thence by the line dividing Road B - Revised from Parcel 3-D2 and Parcel 3-D in said Larimer/East Liberty Phase 1 Plan of Lots in a southeasterly direction by a curve bearing to the right having a radius of 200.00 feet through an arc distance of 27.73 feet to a point at the intersection of the southeasterly side of Road B-Revised and Parcel 3-D2 in said Larimer/East Liberty Phase 1 Plan of Lots, at the point of beginning.
  Containing an area of square 10,634 feet or 0.244 acre.
  Section 4.                     This dedication shall include the grading, paving, lighting, curbing, traffic signals, street trees and public utilities located therein and fixing the width and position of the roadway and sidewalk thereof as public improvements of the City of Pittsburgh.  Accession Numbers A (021)-049 through A (021)-054 on as-built drawings, filed with the Department of Mobility and Infrastructure, in Case File No. 13-6-1, are hereby accepted."
2025-1840,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7403029&GUID=A719752B-D3A7-4A92-B87F-D28903706A2D&Options=&Search=,"Title
Report of the Committee on Human Resources for May 14, 2025 with an Affirmative Recommendation."
2025-1797,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371355&GUID=C38E8874-D661-4865-A536-675E67324CBE&Options=&Search=,"title
Resolution amending Resolution No. 18 of 2025 (effective February 3, 2025), which authorized the Mayor and the Director of Human Resources and Civil Service to enter into a Professional Services Agreement(s) with UPMC Benefits Management Services, Inc. D/B/A WorkPartners for services relating to providing Third-party Administrative Services of the City of Pittsburgh’s Workers’ Compensation Program, for costs not to exceed Five Million Two Thousand Seven Hundred Sixty-four Dollars ($5,002,764.00) over the course of four years, by correctly re-stating the amounts to be incurred annually, with no change to the total amount.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1 of Resolution No. 18 of 2025, entitled “Resolution authorizing the Mayor and the Director of Human Resources and Civil Service to enter into a Professional Services Agreement(s) with UPMC Benefits Management Services, Inc. D/B/A WorkPartners for services relating to providing Third-party Administrative Services of the City of Pittsburgh’s Workers’ Compensation Program, for costs not to exceed Five Million Two Thousand Seven Hundred Sixty-four Dollars ($5,002,764.00) over the course of four years,” is hereby amended by correctly re-stating the amounts to be incurred annually, with no change to the total amount, as follows:
  Section 1.                     The Mayor and the Director of the Department of Human Resources and Civil Service, on behalf of the City of Pittsburgh, are hereby authorized to enter into a Professional Services Agreement(s) with UPMC Benefits Management Services, Inc. D/B/A WorkPartners for services relating to providing Third-party Administrative Services of the City of Pittsburgh’s Workers’ Compensation Program, for costs not to exceed Five Million Two Thousand Seven Hundred Sixty-four Dollars ($5,002,764.00) over the course of four years.
  Subject to final Council budget approval, Funds shall be paid from the following accounts:
  2025:    $1,195,796.00 from 9993817000.52301.00
2026     $1,231,670.00 from 9993817000.52301.00
2027:    $1,268,620.00 from 9993817000.52301.00
2028:    $1,306,678.00 from 9993817000.52301.00"
2025-1842,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7403030&GUID=9F4AAE0B-29DB-4BD0-BD39-1BA5CA3C46A4&Options=&Search=,"Title
Report of the Committee on Intergovernmental and Educational Affairs for May 14, 2025 with an Affirmative Recommendation."
2025-1798,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371356&GUID=F8837F5B-DB7D-467C-9B54-1B61799F4C5E&Options=&Search=,"title
Resolution providing for a Reimbursement Agreement or Agreements with Pittsburgh Water for costs associated with the Liberty Avenue HSIP project where Pittsburgh Water would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Agreement(s).
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, are hereby authorized to enter into a Reimbursement Agreement or Agreements with Pittsburgh Water for costs associated with the Liberty Avenue HSIP project where Pittsburgh Water would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Reimbursement Agreement(s).
  Funding for reimbursable utility work will be deposited to:
  JDE JOB NO.
JDE FUND
BUDGET YEAR
SOURCE
6090100525
40114
2025
Pittsburgh Water"
2025-1799,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371357&GUID=503C1B8C-A0FF-42C6-8A1E-C55A62E42DF2&Options=&Search=,"title
Resolution providing for a Reimbursement Agreement or Agreements with Pittsburgh Water for costs associated with the Smithfield Street Phase 1 project where Pittsburgh Water would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Agreement(s).
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, are hereby authorized to enter into a Reimbursement Agreement or Agreements with Pittsburgh Water for costs associated with the Smithfield Street Phase 1 project where Pittsburgh Water would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Reimbursement Agreement(s).
  Funding for reimbursable utility work will be deposited to:
  JDE JOB NO.
JDE FUND
BUDGET YEAR
SOURCE
6073840125
40114
2025
Pittsburgh Water"
2025-1800,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7371358&GUID=CA12968E-4F0D-45AC-AEE7-9F46B9D4DA0D&Options=&Search=,"title
Resolution providing for a Reimbursement Agreement or Agreements with Pittsburgh Water for costs associated with the Penn Avenue Phase 2 project where Pittsburgh Water would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Agreement(s).
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, are hereby authorized to enter into a Reimbursement Agreement or Agreements with Pittsburgh Water for costs associated with the Penn Avenue Phase 2 project where Pittsburgh Water would be responsible for paying 100% of the actual expenses involved in certain work to be described in the Reimbursement Agreement(s).
  Funding for reimbursable utility work will be deposited to:
  JDE JOB NO.
JDE FUND
BUDGET YEAR
SOURCE
6010000325
40114
2025
Pittsburgh Water"
