item,link,text
2025-1828,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7380097&GUID=BB03AF4B-B3A1-4E3A-8238-5835009B6FF3&Options=&Search=,"Title
Resolution approving execution of a Contract for Disposition by Sale of Land between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank for the sale of Block 10-K, Lot 345, in the 5th Ward of the City of Pittsburgh (McClarren Street - Council District No. 6), at no cost to the City.
  body
Whereas, the Urban Redevelopment Authority of Pittsburgh has requested authorization to execute a Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank, in connection with the sale of Block 10-K, Lot 345, in the 5th Ward of the City of Pittsburgh, for the sum of $1,400 plus costs;
  Whereas, the proposed Contract includes property located in the redevelopment area known as the Greater Hill District Redevelopment Area; and
  Whereas, the Council of the City of Pittsburgh believes that the proposed Contract is in the best interest of the City of Pittsburgh and desires to give its approval in accordance with the provisions of the Urban Redevelopment Law.
  Now, Therefore, be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.  That execution of the Contract for Disposition by Sale of Land by and between the Urban Redevelopment Authority of Pittsburgh and The Pittsburgh Land Bank, for the sale of Block 10-K, Lot 345, in the 5th Ward of the City of Pittsburgh for the sum of $1,400 plus costs, be and the same is hereby approved."
2025-1769,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7350176&GUID=FD4C9265-6746-4C62-B045-3F82B754E547&Options=&Search=,"Title
Resolution transferring the amount of ten thousand dollars ($10,000.00) within the 2025 Operating Budget from City Council Salaries & Wages, Regular to the Office of the City Clerk for the purpose of professional services.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Controller and the Office of Management and Budget are hereby authorized and directed to transfer a total of ten thousand dollars ($10,000.00)
  From:
City Council Salaries & Wages, Regular, JDE Account Number 11101.101100.51.51101.2025, subledger D2
  To:
The Office of the City Clerk Professional & Technical Services, Administrative Fees, JDE Account Number 11101.101200.53.53101.2025, subledger CC2"
2025-1829,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7380098&GUID=F73FA54F-90B7-4F50-A2B3-9B9E151C0C3A&Options=&Search=,"title
Resolution authorizing the Mayor and the Director of Parks and Recreation to enter into a two-year sponsorship agreement with Clearview Federal Credit Union for the 2025 and 2026 Gingerbread House Display and Tree Lighting Ceremony at no cost to the City.
  body
WHEREAS, each December, the City presents the Gingerbread House Display and Tree Lighting Ceremony at the City-Council Building; and
  WHEREAS, Clearview Federal Credit Union desires to provide the City with financial sponsorship support for the Gingerbread House Display and Tree Lighting Ceremony; and the parties wish to enter into a Sponsorship Agreement for the years 2025 and 2026; and
  Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of Parks and Recreation are authorized to enter into a sponsorship agreement with Clearview Federal Credit Union for the 2025 and 2026 Gingerbread House Display and Tree Lighting Ceremony over two (2) years.  The schedule of sponsorship fee payments due from Clearview Federal Credit Union is as follows:
  2025:                                          Eight Thousand Dollars ($8,000.00)
2026:                                          Eight Thousand Dollars ($8,000.00)
  Section 2.                     All monies from the aforementioned sponsors will be deposited into the following JDE account:  5000731400.48106.00.
  Section 3.                     The authorized sponsorship agreement may also include a Right of First Refusal for the sponsor to continue its sponsorship status for two additional years in a similar capacity, subject to further negotiations by the parties and further approval by City Council.
  Section 4.                     Said Agreement shall be in a form approved by the City Solicitor."
2025-1833,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7380102&GUID=BBBF24F0-D4C9-404E-B5E3-AE58458F8A5C&Options=&Search=,"Title
Resolution authorizing the issuance of a warrant payable in favor of Dickie McCamey & Chilcote for one-time legal services rendered for an amount not to exceed TWELVE THOUSAND FIVE HUNDRED THREE DOLLARS AND SEVENTY FIVE CENTS ($12,503.75) over one year.
(Executive Session held 5/13/25)
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant payable in favor of Dickie McCamey & Chilcote for one-time legal services rendered for an amount not to exceed TWELVE THOUSAND FIVE HUNDRED THREE DOLLARS AND SEVENTY FIVE CENTS ($12,503.75) over one year, charging and payable from 11101.106000.53.53901.2025."
2025-1830,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7380099&GUID=973BB972-7748-4D90-BAE2-0D61FD2F495E&Options=&Search=,"Title
Resolution authorizing the Mayor and the Director of Finance to enter into an easement agreement or agreements with Duquesne Light Company for the installation and maintenance of one (1) pole and wires on and over City-owned parcel IDs 29-B-212 (ROMEO ST PITTSBURGH, PA 15213; Council District 3), 29-B-180 (ROMEO ST PITTSBURGH, PA 15213; Council District 3), 29-B-158 (BATES ST PITTSBURGH, PA 15213; Council District 3), and 29-B-157 (BATES ST PITTSBURGH, PA 15213; Council District 3) at no cost to the City.
  Body
WHEREAS, the City (“the Grantor”) is the owner in fee simple of those certain parcels of real property located in the 4th Ward of the City of Pittsburgh, County of Allegheny, Commonwealth of Pennsylvania, being identified as Parcel Tax ID Nos. 29-B-212, 29-B-180, 29-B-158, and 29-B-157; and
  WHEREAS, the Department of Mobility and Infrastructure (“DOMI”) is currently engaged in a project involving the realignment of certain City steps in the vicinity of the aforementioned City-owned parcels; and
  WHEREAS, in order to facilitate DOMI’s project, Duquesne Light Company has agreed to relocate certain of its existing poles and wires that are in the vicinity of DOMI’s project.
  Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1. The Mayor and the Director of Finance, on behalf of the City of Pittsburgh, are authorized to enter into an easement agreement or agreements with Duquesne Light Company for the installation, use, operation, maintenance, repair, and removal of one (1) pole and wires on City-owned parcel IDs 29-B-212 (ROMEO ST PITTSBURGH, PA 15213; Council District 3), 29-B-180 (ROMEO ST PITTSBURGH, PA 15213; Council District 3), 29-B-158 (BATES ST PITTSBURGH, PA 15213; Council District 3), and 29-B-157 (BATES ST PITTSBURGH, PA 15213; Council District 3).
  Section 2. The easement agreement or agreements shall be in a form and substance approved by the City Solicitor.
  Section 3. The area of the Easement is preliminarily depicted on the drawing that is attached hereto as Exhibit A.
  EXHIBIT A
PRELIMINARY DRAWING DEPICTING EASEMENT AREAS."
2025-1831,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7380100&GUID=22C5778A-52AF-4016-B6FF-A19C40B9B1B4&Options=&Search=,"title
Resolution informing Council of the appointment of Robert Columbus, as Assistant Director - Code Enforcement in the Department of Permits, Licenses, and Inspections."
2025-1832,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7380101&GUID=6280A428-1C66-41EF-A8E9-94EDFDDD2B59&Options=&Search=,"Title
Communication from Jake Pawlak, Director of the Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended May 9, 2025."
2025-1837,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7397416&GUID=00BB92E5-EAFA-4C17-B93B-7C70B53D423D&Options=&Search=,"title
Resolution authorizing Council’s consent to an extension, pursuant to § 922.05.D and § 922.05.E of the Pittsburgh Code of Ordinances (the “Zoning Code”), of the deadline for the Planning Commission and/or Council to act on Council Bill #2025-1417.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     At the request of the Honorable R. Daniel Lavelle, Councilman, District 6, City Council hereby consents to an extension of time pursuant to § 922.05D and/or § 922.05.E of the Zoning Code for Planning Commission and/or Council action on Council Bill #2025-1417, entitled, “Ordinance amending the Pittsburgh Code, Title Nine, Zoning Code, Article I, Introduction and Establishment, Section 902.03, Zoning Map, to rezone parcels 45-A-166 and 45-E-43 from R1D-H (Single Unit Detached Residential, High Density) to UC-MU (Urban Center Mixed Use).”, which was referred to the Planning Commission for a report and recommendation on January 29, 2025.
  Section 2.                     Any Resolutions or Ordinances inconsistent with the provisions of this Resolution are hereby repealed to the extent of the conflict or inconsistency."
2025-1818,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7380139&GUID=4B89CA47-C4D8-4F76-AA63-77F318E0E6DA&Options=&Search=,"Title
Report of the Committee on Finance and Law for May 7, 2025 with an Affirmative Recommendation."
2025-1781,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7354412&GUID=960C7EB2-3582-4585-89FE-4EC104EC2177&Options=&Search=,"title
Resolution authorizing the issuance of a warrant in favor of Roman Catholic Diocese of Pittsburgh, Bishop David A. Zubik for plaintiff counsel fees and costs pursuant to 42 U.S.C. § 1988(b) and Federal Rule of Civil Procedure 54(d), in connection with a litigation matter in the United States District Court for the Western District of Pennsylvania filed at 2:20-cv-1809-WSH for an amount not to exceed ONE HUNDRED SIXTY-EIGHT THOUSAND FIVE HUNDRED DOLLARS AND ZERO CENTS ($168,500.00) over two years.
(Executive Session held 4/29/25)
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor Roman Catholic Diocese of Pittsburgh, Bishop David A. Zubik for plaintiff counsel fees and costs pursuant to 42 U.S.C. § 1988(b) and Federal Rule of Civil Procedure 54(d), in connection with a litigation matter in the United States District Court for the Western District of Pennsylvania filed at 2:20-cv-1809-WSH for an amount not to exceed ONE HUNDRED SIXTY-EIGHT THOUSAND FIVE HUNDRED DOLLARS AND ZERO CENTS ($168,500.00) over two years, charging and payable from the following:
  2025 Payment - 11101.108000.58.58105.2025 - $117,950.00
2026 Payment - 11101.108000.58.58105.2026 - $50,550.00"
2025-1782,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7354413&GUID=8C534248-800C-4884-85BD-ED7F8860A8C6&Options=&Search=,"Title
Resolution authorizing the issuance of a warrant in favor of Tyisha Somerville in an amount not to exceed FIVE THOUSAND SIX HUNDRED TWENTY-FIVE DOLLARS AND ZERO CENTS ($5,625.00) over one year, in full and final settlement of a claim (2025-CLAIM-0009) for damage to her parked vehicle from a City Environmental Services (ES) vehicle on December 20, 2024.
(Executive Session held 4/29/25)
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of Tyisha Somerville in an amount not to exceed FIVE THOUSAND SIX HUNDRED TWENTY-FIVE DOLLARS AND ZERO CENTS ($5,625.00) over one year, in full and final settlement of a claim (2025-CLAIM-0009) for damage to her parked vehicle from a City Environmental Services (ES) vehicle on December 20, 2024, charging same to Code 11101.108000.58.58105.2025."
2025-1783,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7354414&GUID=73E5E439-5A5D-4031-A1C5-1C8AC05173D3&Options=&Search=,"Title
Resolution authorizing the issuance of a warrant in favor of 239 42nd Street, LLC in an amount not to exceed THREE THOUSAND TWO HUNDRED THIRTY-ONE DOLLARS AND ZERO CENTS ($3,231.00) over one year, in full and final settlement of a claim (2025-CLAIM-0049) for damage to their property at 417 N. Millvale Avenue from a City Police vehicle on June 24, 2024.
(Executive Session held 4/29/25)
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of 239 42nd Street, LLC in an amount not to exceed THREE THOUSAND TWO HUNDRED THIRTY-ONE DOLLARS AND ZERO CENTS ($3,231.00) over one year, in full and final settlement of a claim (2025-CLAIM-0049) for damage to their property at 417 N. Millvale Avenue from a City Police vehicle on June 24, 2024, charging same to Code 11101.108000.58.58105.2025."
